ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"188.255.245.253","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","36","Orion Telekom Tim d.o.o.Beograd","1080","socks4","5121","1","2022-09-29T16:39:26.859Z","100","95","95"
"148.251.73.152","elite","AS24940","DE","Hetzner Online GmbH","18","N/A","9050","socks5","4735","1","2022-09-29T16:39:23.111Z","100","93","93"
"121.132.108.65","elite","AS4766","KR","Korea Telecom","228","N/A","5156","socks4","5062","1","2022-09-29T16:39:23.110Z","100","51","51"
"178.212.52.92","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","31","Lubuskie Sieci Swiatlowodowe Sp. z o. o","5678","socks4","5099","1","2022-09-29T16:39:19.475Z","98","105","107"
"217.115.115.170","elite","AS30900","IE","Sternforth Ltd.","26","Webworld","56792","socks5","4473","1","2022-09-29T16:39:19.470Z","93","100","107"
"114.242.116.62","elite","AS4808","CN","China Unicom Beijing Province Network","244","N/A","4145","socks4","4701","1","2022-09-29T16:39:15.629Z","97","100","103"
"180.241.158.221","elite","AS7713","ID","PT. TELKOM INDONESIA","166","N/A","8085","socks4","5046","1","2022-09-29T16:39:11.724Z","90","57","63"
"203.24.109.109","elite","AS209242","BZ","Cloudflare London","1","Umpire Associates LTD","80","socks4","4800","1","2022-09-29T16:39:11.729Z","99","87","88"
"36.95.35.49","elite","AS7713","ID","PT. Telekomunikasi Indonesia","193","Telekomunikasi Indonesia","5678","socks4","4117","3","2022-09-29T16:39:11.729Z","100","87","87"
"202.166.164.115","elite","AS55501","PK","Web Concepts (Pvt) Ltd","193","N/A","5678","socks4","4838","1","2022-09-29T16:39:07.913Z","100","52","52"
"208.113.155.176","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","12886","socks4","4750","1","2022-09-29T16:39:07.912Z","100","49","49"
"46.102.130.123","elite","AS25184","IR","Afranet","82","Afranet","8118","https","5036","7791","2022-09-29T16:39:07.910Z","100","61","61"
"217.197.151.182","elite","AS34093","CZ","PREROV","30","N/A","5678","socks4","4500","1","2022-09-29T16:39:04.011Z","100","107","107"
"46.227.37.37","elite","AS51155","PL","Telemedian - TB Telecom","35","Telemedian","1088","socks4","5028","1","2022-09-29T16:39:04.008Z","99","101","102"
"187.94.253.213","elite","AS262692","BR","Srminas Ltda ME","212","VITAL","5678","socks4","4808","1","2022-09-29T16:39:00.174Z","98","62","63"
"27.40.93.117","elite","AS17816","CN","China Unicom Guangdong Province Network","271","N/A","38801","socks5","4932","1","2022-09-29T16:39:00.171Z","98","84","86"
"37.54.134.7","elite","AS6849","UA","UKRTELECOM","44","JSC Ukrtelecom","5678","socks4","5013","1","2022-09-29T16:38:48.641Z","100","105","105"
"82.77.129.205","elite","AS8708","RO","RCS & RDS","42","RCS & RDS Business","5678","socks4","4290","1","2022-09-29T16:38:44.860Z","100","103","103"
"66.33.210.111","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","17567","socks5","4706","1","2022-09-29T16:38:37.423Z","100","91","91"
"185.110.124.121","elite","AS204218","DE","Friedrich Kecht & Gerhard Guggenbichler Gbr","28","DHCP CUST Unternberg","1080","socks4","4854","1","2022-09-29T16:38:29.934Z","63","57","90"
"218.1.200.98","elite","AS4812","CN","China Telecom","250","N/A","57114","http","3063","7511","2022-09-29T16:38:29.930Z","22","2","9"
"185.162.228.170","elite","AS209242","GB","Cloudflare London, LLC","2","Softconstruct Limited","80","socks4","4264","1","2022-09-29T16:38:25.886Z","100","84","84"
"46.105.124.74","elite","AS16276","FR","OVH SAS","5","OVH ISP","7497","socks5","4459","1","2022-09-29T16:38:22.134Z","98","64","65"
"177.105.68.100","elite","AS262637","BR","Netprimus Tecnologia Ltda","214","Netprimus Tecnologia Ltda","4153","socks4","5221","1","2022-09-29T16:38:18.364Z","98","88","90"
"91.185.236.239","elite","AS21487","RU","Sakhatelecom","188","N/A","4145","socks4","4956","1","2022-09-29T16:38:18.365Z","100","72","72"
"173.219.43.147","elite","AS19108","US","Suddenlink Communications","141","Total Wireless Communications","1768","socks4","4834","1","2022-09-29T16:38:18.365Z","97","94","97"
"106.14.207.142","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","224","Aliyun Computing Co., LTD","8081","socks5","5113","1","2022-09-29T16:38:07.090Z","96","72","75"
"111.50.83.20","elite","AS9808","CN","China Mobile communications corporation","256","China Mobile","7302","socks5","5031","1","2022-09-29T16:38:07.091Z","59","36","61"
"183.217.204.97","elite","AS9808","CN","China Mobile","261","China Mobile Communications Corporation","8123","socks4","4825","1","2022-09-29T16:38:07.090Z","91","48","53"
"200.212.2.73","elite","AS4230","BR","Claro S.A.","217","Claro S.A","61283","socks4","4590","2","2022-09-29T16:38:03.289Z","100","81","81"
"113.86.204.187","elite","AS4134","CN","Chinanet","253","Chinanet GD","44844","socks5","4955","1","2022-09-29T16:37:55.481Z","43","46","107"
"197.234.13.62","elite","AS36902","SC","Intelvision","186","Intelvision Ltd","4145","socks4","4748","1","2022-09-29T16:37:51.719Z","100","102","102"
"185.162.228.128","elite","AS209242","GB","Cloudflare London, LLC","2","Softconstruct Limited","80","socks4","5099","1","2022-09-29T16:37:51.720Z","98","82","84"
"202.51.122.163","elite","AS17995","ID","PT iForte Global Internet","194","N/A","4673","socks4","4972","1","2022-09-29T16:37:47.299Z","98","105","107"
"31.206.38.40","elite","AS15924","TR","Vodafone NET Iletisim Hizmetleri Anonim Sirketi","87","Vfnet Data Support","37630","socks4","4711","1","2022-09-29T16:37:43.461Z","99","106","107"
"114.88.241.195","elite","AS4812","CN","China Telecom (Group)","327","Chinanet SH","2080","socks5","5174","1","2022-09-29T16:37:32.769Z","100","59","59"
"138.201.63.139","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","4444","http","4731","7498","2022-09-29T16:37:29.023Z","100","104","104"
"173.236.182.83","elite","AS26347","US","New Dream Network, LLC","83","New Dream Network, LLC","12873","socks5","4723","1","2022-09-29T16:37:29.025Z","100","107","107"
"177.38.5.240","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","215","FÁBIO MENDES DIAS LTDA ME","4153","socks4","5021","1","2022-09-29T16:37:29.026Z","99","69","70"
"66.207.184.73","elite","AS21743","US","Atlas Networks Corporation","151","Voce Telecom, LLC","5432","socks4","5057","1","2022-09-29T16:37:25.204Z","100","49","49"
"45.112.0.34","elite","AS134000","IN","Gbps Networks Private Limited","200","Gbps Networks Pvt. Ltd.","4145","socks4","5038","1","2022-09-29T16:37:25.208Z","100","70","70"
"69.163.162.211","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","46007","socks4","4924","1","2022-09-29T16:37:21.447Z","100","47","47"
"119.28.73.226","elite","AS132203","HK","ComsenzNet","231","Tencent cloud computing (Beijing) Co., Ltd.","30002","socks4","707","1","2022-09-29T16:37:21.444Z","100","62","62"
"114.234.106.166","elite","AS4134","CN","Chinanet","351","Chinanet JS","5678","socks4","5288","1","2022-09-29T16:37:21.447Z","94","101","107"
"103.125.12.9","anonymous","AS135636","ID","Rackh Lintas Asia, pt","212","PT. Berkah Kreasi Bersama","8080","http","4826","228","2022-09-29T16:37:17.707Z","98","105","107"
"173.212.250.65","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","49960","socks5","5272","1","2022-09-29T16:37:14.107Z","100","97","97"
"118.97.235.36","elite","AS7713","ID","PT. TELKOM INDONESIA","191","N/A","4145","socks4","4752","1","2022-09-29T16:37:14.108Z","100","64","64"
"186.251.255.17","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","245","Seanet Telecom Carazinho Eireli","31337","socks4","4927","1","2022-09-29T16:37:10.346Z","100","105","105"
"172.67.38.96","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4825","1","2022-09-29T16:37:10.344Z","100","55","55"
"104.20.123.164","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","4532","1","2022-09-29T16:37:06.598Z","97","73","75"
"110.77.236.254","anonymous","AS131090","TH","CAT Telecom Public Company Limited","201","CAT BBviaOnnet","8080","http","4444","7606","2022-09-29T16:37:06.596Z","100","21","21"
"217.197.151.181","elite","AS34093","CZ","PREROV","32","N/A","5678","socks4","4940","1","2022-09-29T16:37:02.570Z","100","68","68"
"114.134.95.158","elite","AS38031","BD","OptiMax Communication Ltd","154","OptiMax Communication Ltd","5678","socks4","4987","1","2022-09-29T16:36:58.395Z","94","65","69"
"188.68.52.220","elite","AS197540","DE","netcup GmbH","27","NETCUP-GMBH","9050","socks5","4783","1","2022-09-29T16:36:54.660Z","100","87","87"
"81.38.223.126","elite","AS3352","ES","Telefonica de Espana SAU","34","RIMA (Red IP Multi Acceso)","4153","socks4","4833","1","2022-09-29T16:36:50.887Z","100","72","72"
"203.30.190.93","elite","AS209242","BZ","Cloudflare London","1","Umpire Associates LTD","80","socks4","4688","1","2022-09-29T16:36:50.888Z","99","84","85"
"45.77.4.241","elite","AS20473","US","The Constant Company","145","Vultr Holdings, LLC","9050","socks5","4892","1","2022-09-29T16:36:50.886Z","100","52","52"
"103.60.138.33","elite","AS134016","IN","Velocity Internet India Private Ltd","148","Velocity Internet India Private Ltd","4153","socks4","251","1","2022-09-29T16:36:47.214Z","99","69","70"
"117.2.155.245","elite","AS7552","VN","Viettel Corporation","237","N/A","4153","socks4","4887","1","2022-09-29T16:36:47.212Z","88","95","108"
"177.105.68.151","elite","AS262637","BR","Netprimus Tecnologia Ltda","226","Netprimus Tecnologia Ltda","4153","socks4","5087","1","2022-09-29T16:36:47.215Z","99","66","67"
"45.248.41.216","elite","AS134884","IN","Ankit Wi-fi Solution Private Limited","234","Ankit Wi-fi Solution Private Limited","9812","http","4840","3040","2022-09-29T16:36:43.055Z","95","52","55"
"103.82.20.182","elite","AS135905","VN","INETACADEMY","216","Inet academy joint stock company","10902","socks5","2997","1","2022-09-29T16:36:39.280Z","100","73","73"
"146.88.203.171","elite","AS58424","KH","Xinwei (Cambodia) Telecom Co. Ltd","248","XINWEITELECOM","5678","socks4","5141","1","2022-09-29T16:36:39.280Z","86","89","103"
"46.99.183.154","anonymous","AS21246","AL","IPKO Telecommunications LLC","40","Vushtrriegation","1234","http","2176","706","2022-09-29T16:36:31.713Z","100","107","107"
"50.201.133.122","elite","AS7922","US","Comcast Cable Communications, LLC","98","Comcast Cable Communications, LLC","3355","socks4","5031","1","2022-09-29T16:36:31.709Z","100","105","105"
"186.154.147.83","elite","AS19429","CO","ETB - Colombia","172","ETB - Colombia","5678","socks4","5097","1","2022-09-29T16:36:27.933Z","85","69","81"
"209.141.33.219","elite","AS53667","US","FranTech Solutions","133","FranTech Solutions","9092","socks5","3180","1","2022-09-29T16:36:27.932Z","100","92","92"
"103.240.33.145","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","162","Vihaan","8291","socks4","4895","1","2022-09-29T16:36:16.773Z","99","72","73"
"81.12.104.36","elite","AS42337","IR","Respina Networks & Beyond PJSC","94","Respina Networks","3629","socks4","4627","1","2022-09-29T16:36:16.770Z","100","97","97"
"96.43.135.246","elite","AS19969","US","Joe's Datacenter, LLC","102","Joe's Datacenter, LLC","10146","socks4","4760","1","2022-09-29T16:36:12.926Z","100","65","65"
"167.179.113.181","elite","AS20473","JP","The Constant Company, LLC","211","Choopa, LLC","52333","socks4","4244","1","2022-09-29T16:36:09.219Z","100","106","106"
"1.0.136.198","elite","AS23969","TH","TOT Public Company Limited","151","TOT Public Company Limited","4145","socks4","5011","1","2022-09-29T16:36:09.215Z","56","47","84"
"8.210.69.108","elite","AS45102","HK","Alibaba.com LLC","267","Hong Kong","443","socks5","4938","1","2022-09-29T16:36:01.676Z","98","63","64"
"190.2.6.161","elite","AS16814","AR","NSS S.A.","216","NSS S.A","8080","http","1409","7391","2022-09-29T16:35:58.080Z","99","70","71"
"168.227.158.33","elite","AS52898","BR","Multipla Serviços Inteligentes","253","Multipla Serviços Inteligentes","4145","socks4","5033","1","2022-09-29T16:35:54.291Z","99","83","84"
"173.244.200.154","elite","AS32780","US","Hosting Services, Inc.","73","Hosting Services, Inc.","43163","socks5","69","1","2022-09-29T16:35:54.285Z","100","44","44"
"169.239.221.89","elite","AS328471","ZA","Herotel","234","N/A","1080","socks4","4600","1","2022-09-29T16:35:54.282Z","93","100","107"
"89.22.17.62","elite","AS48166","RU","Fortex Cjsc","50","Fortex AS48166","43110","socks4","5079","1","2022-09-29T16:35:50.599Z","100","108","108"
"111.90.169.178","elite","AS45117","IN","INPL's","128","N/A","5678","socks4","3736","1","2022-09-29T16:35:46.896Z","100","106","106"
"104.129.199.57","elite","AS22616","US","ZSCALER, INC.","141","Zscaler, Inc.","8800","socks5","4856","1","2022-09-29T16:35:43.176Z","94","101","107"
"47.243.138.23","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","264","Alibaba.com LLC","8888","socks5","5068","1","2022-09-29T16:35:43.175Z","56","60","107"
"119.46.68.228","elite","AS7470","TH","True Internet Corporation CO. Ltd.","200","True Internet Co., Ltd.","80","socks4","3482","1","2022-09-29T16:35:39.498Z","97","65","67"
"110.145.200.50","anonymous","AS1221","AU","Telstra Corporation Limited","338","Telstra Corporation","10000","https","4999","244","2022-09-29T16:35:35.789Z","100","108","108"
"197.234.13.49","elite","AS36902","SC","Intelvision","180","Intelvision Ltd","4145","socks4","4382","1","2022-09-29T16:35:35.779Z","100","85","85"
"64.90.50.79","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","64862","socks5","5047","1","2022-09-29T16:35:28.256Z","100","104","104"
"170.233.117.249","elite","AS264738","AR","Sebastian Souto","270","Sebastian Souto","4153","socks4","349","1","2022-09-29T16:35:28.253Z","100","105","105"
"103.12.246.41","elite","AS134941","IN","Instant Cable Network PVT LTD","173","Instant Cable Network PVT LTD","4145","socks4","5009","1","2022-09-29T16:35:28.255Z","100","68","68"
"43.153.64.66","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","148","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks4","4551","1","2022-09-29T16:35:24.190Z","11","7","61"
"217.182.183.154","elite","AS16276","FR","OVH SAS","4","OVH","7497","socks5","3955","1","2022-09-29T16:35:20.477Z","100","64","64"
"103.80.81.65","anonymous","AS64300","ID","Jaringanku Sarana Nusantara","192","N/A","3125","https","2998","886","2022-09-29T16:35:20.465Z","100","55","55"
"177.105.68.212","elite","AS262637","BR","Netprimus Tecnologia Ltda","226","Netprimus Tecnologia Ltda","4153","socks4","5109","1","2022-09-29T16:35:16.792Z","98","105","107"
"43.153.172.98","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","253","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4775","1","2022-09-29T16:35:16.793Z","47","28","59"
"190.205.32.70","elite","AS8048","VE","CANTV Servicios, Venezuela","164","CANTV Servicios, Venezuela","999","socks4","3479","1","2022-09-29T16:35:13.137Z","100","107","107"
"112.199.95.122","elite","AS9658","PH","Eastern Telecommunications Philippines","311","Eastern Telecommunications Philippines, Inc","8080","socks4","4993","1","2022-09-29T16:35:13.138Z","100","76","76"
"197.234.13.25","elite","AS36902","SC","Intelvision","176","Intelvision Ltd","4145","socks4","4115","1","2022-09-29T16:35:09.112Z","99","106","107"
"138.97.0.53","elite","AS262346","BR","FP Telecomunicacoes Ltda","197","FP Telecomunicacoes Ltda","4145","socks4","4167","1","2022-09-29T16:35:05.376Z","89","56","63"
"139.162.46.64","elite","AS63949","SG","Linode, LLC","149","Linode, LLC","8080","socks5","4890","1","2022-09-29T16:35:05.374Z","100","68","68"
"110.77.236.235","elite","AS131090","TH","CAT Telecom Public Company Limited","181","CAT BBviaOnnet","4153","socks4","5143","1","2022-09-29T16:35:05.379Z","66","71","107"
"104.20.225.218","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4825","1","2022-09-29T16:35:01.607Z","99","96","97"
"27.159.189.12","elite","AS4134","CN","Chinanet","246","Chinanet FJ","8004","socks4","5198","1","2022-09-29T16:35:01.607Z","89","68","76"
"93.171.224.41","elite","AS211570","UA","PE TV and Radio Company Kentavr-TV","57","PE TV and Radio Company Kentavr-TV","4153","socks4","4844","1","2022-09-29T16:35:01.608Z","100","108","108"
"45.7.210.199","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","223","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","4987","1","2022-09-29T16:35:01.607Z","98","64","65"
"185.162.228.48","elite","AS209242","GB","Cloudflare London, LLC","1","Softconstruct Limited","80","socks4","4984","1","2022-09-29T16:34:57.809Z","100","96","96"
"167.86.94.3","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","12258","socks4","4968","1","2022-09-29T16:34:57.808Z","83","45","54"
"93.171.224.62","elite","AS211570","UA","PE TV and Radio Company Kentavr-TV","55","PE TV and Radio Company Kentavr-TV","4153","socks4","5025","1","2022-09-29T16:34:54.060Z","100","105","105"
"62.109.31.192","elite","AS29182","RU","Cjsc the First","45","TheFirst","20000","socks5","35","1","2022-09-29T16:34:50.065Z","100","39","39"
"49.0.2.243","elite","AS55701","ID","PT Usaha Adi Sanggoro","228","N/A","5430","socks4","4920","1","2022-09-29T16:34:46.345Z","98","106","108"
"85.159.4.125","elite","AS3326","UA","DATAGROUP-RETAIL","44","N/A","5678","socks4","4730","1","2022-09-29T16:34:46.347Z","99","75","76"
"67.213.212.13","elite","AS32780","US","Hosting Services, Inc.","73","Hosting Services, Inc.","50690","socks4","4968","1","2022-09-29T16:34:46.346Z","100","6488","6494"
